Bar, Hd, Package  [VF_Sweep.1], field-amp  [VF_Sweep.1], field-angle  [VF_Sweep.1], Cycle  [VF_Sweep.1], pts/cycle  [VF_Sweep.1], Pre-ColdMR Ch0  [VF_Sweep.1], BeforeColdMR Ch0  [VF_Sweep.1], BeforeHotMR Ch0  [VF_Sweep.1], HotMR current Ch0  [VF_Sweep.1], HotMR Voltage Ch0  [VF_Sweep.1], asy Ch0  [VF_Sweep.1], amp Ch0  [VF_Sweep.1], bias Ch0  [VF_Sweep.1], B-jump Ch0  [VF_Sweep.1], dV_field Ch0  [VF_Sweep.1], Hys Ch0  [VF_Sweep.1], TCR Ch0  [VF_Sweep.1], TCR2 Ch0  [VF_Sweep.1], OL (%) Ch0  [VF_Sweep.1], CLP (%) Ch0  [VF_Sweep.1], Pre-ColdMR Ch1  [VF_Sweep.1], BeforeColdMR Ch1  [VF_Sweep.1], BeforeHotMR Ch1  [VF_Sweep.1], HotMR current Ch1  [VF_Sweep.1], HotMR Voltage Ch1  [VF_Sweep.1], asy Ch1  [VF_Sweep.1], amp Ch1  [VF_Sweep.1], bias Ch1  [VF_Sweep.1], B-jump Ch1  [VF_Sweep.1], dV_field Ch1  [VF_Sweep.1], Hys Ch1  [VF_Sweep.1], TCR Ch1  [VF_Sweep.1], TCR2 Ch1  [VF_Sweep.1], OL (%) Ch1  [VF_Sweep.1], CLP (%) Ch1  [VF_Sweep.1], Package  [VF_Sweep.2], field-amp  [VF_Sweep.2], field-angle  [VF_Sweep.2], Cycle  [VF_Sweep.2], pts/cycle  [VF_Sweep.2], Pre-ColdMR Ch0  [VF_Sweep.2], BeforeColdMR Ch0  [VF_Sweep.2], BeforeHotMR Ch0  [VF_Sweep.2], HotMR current Ch0  [VF_Sweep.2], HotMR Voltage Ch0  [VF_Sweep.2], asy Ch0  [VF_Sweep.2], amp Ch0  [VF_Sweep.2], bias Ch0  [VF_Sweep.2], B-jump Ch0  [VF_Sweep.2], dV_field Ch0  [VF_Sweep.2], Hys Ch0  [VF_Sweep.2], TCR Ch0  [VF_Sweep.2], TCR2 Ch0  [VF_Sweep.2], OL (%) Ch0  [VF_Sweep.2], CLP (%) Ch0  [VF_Sweep.2], Pre-ColdMR Ch1  [VF_Sweep.2], BeforeColdMR Ch1  [VF_Sweep.2], BeforeHotMR Ch1  [VF_Sweep.2], HotMR current Ch1  [VF_Sweep.2], HotMR Voltage Ch1  [VF_Sweep.2], asy Ch1  [VF_Sweep.2], amp Ch1  [VF_Sweep.2], bias Ch1  [VF_Sweep.2], B-jump Ch1  [VF_Sweep.2], dV_field Ch1  [VF_Sweep.2], Hys Ch1  [VF_Sweep.2], TCR Ch1  [VF_Sweep.2], TCR2 Ch1  [VF_Sweep.2], OL (%) Ch1  [VF_Sweep.2], CLP (%) Ch1  [VF_Sweep.2], Package  [VF_Sweep.3], field-amp  [VF_Sweep.3], field-angle  [VF_Sweep.3], Cycle  [VF_Sweep.3], pts/cycle  [VF_Sweep.3], Pre-ColdMR Ch0  [VF_Sweep.3], BeforeColdMR Ch0  [VF_Sweep.3], BeforeHotMR Ch0  [VF_Sweep.3], HotMR current Ch0  [VF_Sweep.3], HotMR Voltage Ch0  [VF_Sweep.3], asy Ch0  [VF_Sweep.3], amp Ch0  [VF_Sweep.3], bias Ch0  [VF_Sweep.3], B-jump Ch0  [VF_Sweep.3], dV_field Ch0  [VF_Sweep.3], Hys Ch0  [VF_Sweep.3], TCR Ch0  [VF_Sweep.3], TCR2 Ch0  [VF_Sweep.3], OL (%) Ch0  [VF_Sweep.3], CLP (%) Ch0  [VF_Sweep.3], Pre-ColdMR Ch1  [VF_Sweep.3], BeforeColdMR Ch1  [VF_Sweep.3], BeforeHotMR Ch1  [VF_Sweep.3], HotMR current Ch1  [VF_Sweep.3], HotMR Voltage Ch1  [VF_Sweep.3], asy Ch1  [VF_Sweep.3], amp Ch1  [VF_Sweep.3], bias Ch1  [VF_Sweep.3], B-jump Ch1  [VF_Sweep.3], dV_field Ch1  [VF_Sweep.3], Hys Ch1  [VF_Sweep.3], TCR Ch1  [VF_Sweep.3], TCR2 Ch1  [VF_Sweep.3], OL (%) Ch1  [VF_Sweep.3], CLP (%) Ch1  [VF_Sweep.3], Package  [VF_Sweep.4], field-amp  [VF_Sweep.4], field-angle  [VF_Sweep.4], Cycle  [VF_Sweep.4], pts/cycle  [VF_Sweep.4], Pre-ColdMR Ch0  [VF_Sweep.4], BeforeColdMR Ch0  [VF_Sweep.4], BeforeHotMR Ch0  [VF_Sweep.4], HotMR current Ch0  [VF_Sweep.4], HotMR Voltage Ch0  [VF_Sweep.4], asy Ch0  [VF_Sweep.4], amp Ch0  [VF_Sweep.4], bias Ch0  [VF_Sweep.4], B-jump Ch0  [VF_Sweep.4], dV_field Ch0  [VF_Sweep.4], Hys Ch0  [VF_Sweep.4], TCR Ch0  [VF_Sweep.4], TCR2 Ch0  [VF_Sweep.4], OL (%) Ch0  [VF_Sweep.4], CLP (%) Ch0  [VF_Sweep.4], Pre-ColdMR Ch1  [VF_Sweep.4], BeforeColdMR Ch1  [VF_Sweep.4], BeforeHotMR Ch1  [VF_Sweep.4], HotMR current Ch1  [VF_Sweep.4], HotMR Voltage Ch1  [VF_Sweep.4], asy Ch1  [VF_Sweep.4], amp Ch1  [VF_Sweep.4], bias Ch1  [VF_Sweep.4], B-jump Ch1  [VF_Sweep.4], dV_field Ch1  [VF_Sweep.4], Hys Ch1  [VF_Sweep.4], TCR Ch1  [VF_Sweep.4], TCR2 Ch1  [VF_Sweep.4], OL (%) Ch1  [VF_Sweep.4], CLP (%) Ch1  [VF_Sweep.4]
5,72, ,6000,90,1,12,453.2310528,451.5774686,443.8869764,0.31350643,139.1614215,-100,15542.83521,0.31350643,22.71854321,995.2073505,29.29306351,0,0,100.0966601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,453.252968,451.4848961,443.5676393,0.314757176,139.6160973,8.753496208,49772.28044,0.314757176,95.825629,-4752.430043,1.791331271,136.8414694,-136.8414694,197.3592553,0.638022614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,441.5271175,448.2972533,440.9013429,0.317899835,140.162464,-100,15016.12915,0.317899835,30.26993749,998.685429,31.74113215,0,0,100.0451992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,450.8389038,449.855746,442.7067791,0.315664826,139.7469583,-70.37950332,22861.78108,0.315664826,9.679576809,-254.2650117,2.039754197,40.73075853,40.73075853,199.5008797,0.770964796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,73, ,6000,90,1,12,444.5298672,443.7770702,434.2868737,0.321020715,139.4150827,-78.08986537,15567.91165,0.321020715,25.42455841,1996.709933,42.63071898,0,0,99.98581646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,444.5636216,443.6091802,434.0703945,0.322890715,140.1573001,-2.443310718,47300.89687,0.322890715,49.49837042,-5502.670931,4.817425147,243.6191008,-243.6191008,197.8633371,0.287283469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,438.9761468,443.854025,434.8679579,0.320679514,139.4532453,-81.47159359,15615.48258,0.320679514,25.73667595,2000.136647,45.08779012,0,0,100.0724337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,443.5531329,442.4820627,433.7942868,0.321799853,139.5949379,-30.63640885,30871.51936,0.321799853,19.17455458,500.2760869,1.709159113,37.95565232,37.95565232,199.7039731,0.036960997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,74, ,6000,90,1,12,351.403188,351.1090971,348.5059985,0.401446926,139.9066616,-100,8363.894222,0.401446926,20.96164561,1996.714255,35.08151825,0,0,100.0324985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,351.336435,350.4036569,348.6167351,0.40126377,139.8872655,4.917480002,26893.13099,0.40126377,54.01875199,-5753.571875,6.656913806,243.8531913,-243.8531913,198.6830425,0.048197331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,348.2778899,349.8613205,347.6956763,0.402616524,139.9880247,-100,8239.204728,0.402616524,22.33211551,1996.285609,38.29127542,0,0,100.0161049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,350.1124628,349.405763,347.1934353,0.402705581,139.816734,-93.51358322,11720.30871,0.402705581,37.24531465,-129.0022513,0.501735749,33.24429977,-33.24429977,199.8544283,2.981438239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,75, ,6000,90,1,12,316.0743719,315.930916,313.8368154,0.446220496,140.0404194,-100,10579.71471,0.446220496,23.05714286,999.1508386,31.68601218,0,0,99.88757801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,315.8942648,315.182653,312.960015,0.44688388,139.8567858,1.460569204,31403.40192,0.44688388,85.88389163,-4874.075613,2.268888398,170.4974287,-170.4974287,198.3328892,0.02597885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,311.9146547,313.550858,311.7113277,0.449230038,140.0300916,-100,9840.646067,0.449230038,26.57041929,998.6981299,37.16073311,0,0,99.93542004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,315.619696,315.101416,312.7068947,0.447186805,139.8383973,-87.37227832,14779.4836,0.447186805,19.77417018,250.2071785,1.562597823,38.84034441,-38.84034441,199.9842382,0.009933001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,76, ,6000,90,1,12,348.6231161,347.9228397,343.6977039,0.406774727,139.8075398,-100,14450.71897,0.406774727,23.80099482,1998.700527,37.22096661,0,0,99.90531814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,348.2931297,347.4894492,343.0400927,0.406517305,139.4517339,6.203525048,45745.47729,0.406517305,60.59163605,-4500.924303,1.918916255,142.4375325,-142.4375325,199.0852668,0.393581933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,345.705004,348.3647947,344.4691302,0.405511666,139.6862509,-100,15005.04564,0.405511666,23.52523463,1996.231746,37.15628733,0,0,100.0819606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,347.9156606,347.0621043,342.8321037,0.407723154,139.7805867,-92.50887273,20000.8499,0.407723154,13.80594101,246.1414408,2.132445814,40.54499454,-40.54499454,199.5548824,0.032875647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77, ,6000,90,1,12,417.0563633,416.8387235,409.684085,0.340963351,139.6872585,-100,14113.41499,0.340963351,24.05837764,1998.671783,38.12608688,0,0,99.93264676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,416.3355573,415.7618597,409.2782205,0.34095927,139.5472032,-24.14697139,34560.6155,0.34095927,51.0029639,-4876.079004,1.351803248,184.4177374,-184.4177374,198.973705,2.275446576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,413.2581198,414.9541488,408.389998,0.342999831,140.0777003,-94.61130125,14425.6929,0.342999831,24.48487812,1998.253776,36.72652106,0,0,100.0485534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,415.7020339,414.9992386,409.4009281,0.340732173,139.4960679,-36.32057497,28094.7095,0.340732173,56.07937087,371.2543479,1.548341112,28.90202145,-28.90202145,199.9813103,0.842214124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,78, ,6000,90,1,12,320.239001,319.9979346,318.148493,0.439697681,139.8891547,-48.65319121,5695.161187,0.439697681,25.6734044,1001.135971,45.12294517,0,0,99.97118885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,319.742636,319.3885934,317.5840361,0.440082195,139.7630798,53.99337327,41775.64087,0.440082195,47.98288748,-4253.424611,4.017213543,169.035761,-169.035761,198.9689821,0.591986711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,317.4312203,318.7070835,317.1929919,0.440800247,139.8187492,-37.07599264,5747.807863,0.440800247,28.82154439,1004.966686,38.72782777,0,0,99.94694277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,319.194758,318.8224528,317.2166064,0.440586381,139.7613165,17.52450896,18281.62107,0.440586381,75.30502718,629.0869284,0.794730078,23.62708363,23.62708363,199.9437669,0.707784493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,79, ,6000,90,1,12,327.4057501,326.620836,326.1749123,0.428832162,139.8742927,-55.86462067,7625.077479,0.428832162,24.39668985,3001.779887,45.85918331,0,0,99.98082054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,327.038105,327.0040988,326.5205988,0.428091946,139.7808386,38.24999356,39111.69389,0.428091946,59.22823763,-4754.41263,4.098377965,190.6131486,-190.6131486,198.3948764,0.196059084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,324.3063975,326.3680564,326.458122,0.429512229,140.2177556,-56.87729984,7940.831583,0.429512229,26.16736455,3002.988704,40.61388568,0,0,100.0682661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,326.0905908,325.8415897,326.0343084,0.429357047,139.9851278,-30.67441236,15480.01185,0.429357047,26.23609721,496.1031838,1.866588889,23.72359815,23.72359815,199.8111464,0.896089584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,80, ,6000,90,1,12,423.639087,424.2221048,418.2926303,0.333262153,139.4011024,-100,15208.17616,0.333262153,23.19693711,995.1760122,33.71828939,0,0,100.0299059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,423.6974014,422.5642384,418.2245342,0.334450853,139.8755522,18.74324167,57224.50554,0.334450853,91.01619974,-4750.471397,2.379981521,128.513935,-128.513935,198.5611033,0.05701756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,420.2631504,424.3078761,419.9931046,0.332918345,139.8234093,-100,15587.73602,0.332918345,24.68522321,998.662795,36.31609853,0,0,99.99027166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,423.4754793,421.1747692,417.6078678,0.335282814,140.016741,-90.49768007,20820.2488,0.335282814,23.08311203,-3.930281026,1.314268844,39.22793528,-39.22793528,199.7555982,0.451239329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,81, ,6000,90,1,12,408.5734473,407.8340008,401.9009117,0.346999503,139.4594168,-100,12515.92845,0.346999503,19.86756966,1996.750159,32.27346875,0,0,99.93497516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,408.0128484,407.1325909,401.7441921,0.348804911,140.130347,4.752498505,41393.96506,0.348804911,81.30267276,-4504.99304,0.02566157,156.5912983,-156.5912983,199.1816437,0.213098139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,406.458386,408.502664,399.894927,0.346205076,138.4456534,-100,13030.43005,0.346205076,21.69382745,996.6760084,31.71131144,0,0,100.7919251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,409.0734648,408.1981193,402.1624703,0.346221686,139.2373687,8.846624282,38192.48042,0.346221686,54.94402576,502.1314979,2.392957951,17.50343952,17.50343952,199.5116264,0.198259221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,82, ,6000,90,1,12,421.1422743,420.3665545,412.2602152,0.337931185,139.315583,-100,21277.78368,0.337931185,24.02573226,995.1966519,32.19384353,0,0,99.92134719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,420.8340772,419.9882038,412.1817236,0.338634171,139.5788164,-38.88362127,40686.90006,0.338634171,28.27171145,-5248.687242,1.17641022,201.0653706,-201.0653706,198.7930163,0.145409109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,417.7145727,420.7537217,413.5269028,0.338517602,139.9861354,-100,21550.13576,0.338517602,25.0745023,996.6434659,33.53164339,0,0,99.89113331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,419.7103603,419.1296096,411.592145,0.33865381,139.387248,-22.35800513,44078.41653,0.33865381,38.92134878,373.2562337,1.941232074,32.36029013,-32.36029013,199.940092,0.033867407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,83, ,6000,90,1,12,517.76366,517.3900954,510.9946986,0.27331511,139.6625725,-100,14384.45721,0.27331511,21.93792762,1998.656108,36.62957841,0,0,99.94183331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,518.9308293,518.4479409,511.9223739,0.272289135,139.3909005,1.155826804,45021.52253,0.272289135,28.00885362,-4628.738847,1.175315723,168.3420964,-168.3420964,199.2870858,0.30876924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,516.2785956,519.4486056,513.2353343,0.272176376,139.6905332,-100,14975.28389,0.272176376,22.56693883,1996.174337,36.4840333,0,0,100.0769991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,518.8227651,518.1311792,510.4510446,0.272549167,139.123007,-99.30477772,19891.76548,0.272549167,17.79275158,246.2363155,1.659101694,37.18322669,-37.18322669,199.8653809,0.379278384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,84, ,6000,90,1,12,169.0647018,169.0266652,172.3997401,0.810972476,139.8114442,-100,195.3468752,0.810972476,15.73178594,2997.725304,2.039631871,0,0,100.0122515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,168.7213649,168.7514667,172.2528007,0.811270163,139.7435577,30.49919485,391.0715973,0.811270163,28.14814815,-4127.747382,13.20379332,172.120958,172.120958,199.981073,0.004591947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,168.5916374,168.6281626,172.3759103,0.811419232,139.8691288,-100,117.8882496,0.811419232,41.45299145,2997.019301,24.63937622,0,0,99.9960379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,168.535842,168.5765235,172.3423309,0.811582446,139.8700105,-13.16382362,391.3234953,0.811582446,36.17637593,498.015704,5.276923854,37.57944906,37.57944906,200.0333175,0.024732082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,85, ,6000,90,1,12,348.9553695,348.6598932,345.3276034,0.404358053,139.6359972,-92.7218745,9417.457479,0.404358053,26.60755363,1001.144624,36.14129684,0,0,99.98863504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,350.5149958,350.8087088,347.115357,0.403182956,139.9509957,12.74445137,37234.47466,0.403182956,74.02610142,-4499.04647,2.234352275,156.627341,-156.627341,199.3963131,0.108098234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,349.309538,349.9434393,346.7148306,0.403479433,139.8923034,-100,9846.187823,0.403479433,25.94658207,998.688706,37.77557999,0,0,100.0940843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,350.3010084,349.8007391,346.6446224,0.402552891,139.542795,-65.95212934,16328.15232,0.402552891,17.29468301,504.0441878,2.257077404,31.25526645,-31.25526645,199.8869063,0.516500439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,86, ,6000,90,1,12,377.098922,376.6727106,372.4160911,0.374753089,139.5640804,-100,13968.87594,0.374753089,23.99985574,999.1782057,32.65507556,0,0,100.0078513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,376.9897242,376.071808,372.1747151,0.37577618,139.8543928,-1.134178139,38362.8768,0.37577618,39.08984716,-4622.787433,1.064302136,182.2504892,-182.2504892,198.7323545,0.280443981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,373.4982924,376.3973861,373.0212119,0.375165186,139.9445723,-100,14162.83737,0.375165186,26.65563945,1002.575768,33.67070942,0,0,100.0369897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,375.9874222,375.7807399,372.1970683,0.375273432,139.6756712,-49.37221165,24024.64287,0.375273432,24.61244882,500.1258025,2.151467934,36.25429266,-36.25429266,199.9674477,0.361927323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,87, ,6000,90,1,12,524.0169012,523.8588352,516.2670581,0.270213327,139.5022394,-100,16719.56398,0.270213327,22.24805215,995.1621753,32.83776898,0,0,99.94664182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,524.4947516,523.5040369,516.2444219,0.270462804,139.6249137,-6.810819475,46201.07255,0.270462804,88.22014499,-4253.690257,2.394114689,143.1242823,-143.1242823,198.3650301,0.025675326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,517.3253576,520.7528073,516.4939134,0.270675016,139.801998,-100,16139.48074,0.270675016,25.07667216,1000.669136,33.69310452,0,0,99.71062778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,524.1873102,522.9575443,516.4276853,0.269960269,139.4149568,22.07615054,57061.18749,0.269960269,61.47754111,499.9534302,3.761880152,19.61084304,19.61084304,199.8145298,0.409863812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,88, ,6000,90,1,12,509.4971244,509.016629,504.2533177,0.277096954,139.7270584,-100,14251.21578,0.277096954,21.64370172,1001.180618,33.36093286,0,0,99.94636712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,509.5733235,508.0128156,503.5692492,0.277057436,139.5176052,9.717887216,48104.4388,0.277057436,79.81590628,-4495.105606,1.583690423,135.6233047,-135.6233047,199.1626126,0.212606104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,506.1077113,508.6348776,504.1977595,0.277431995,139.8805902,-100,14256.35449,0.277431995,22.79058056,1004.614339,34.88986693,0,0,99.94282437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,509.5609805,508.8653643,503.6654759,0.277405107,139.7193755,12.03433179,44134.51421,0.277405107,46.84178054,373.4488727,0.769106326,23.05413836,23.05413836,199.7567908,0.812972587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,89, ,6000,90,1,12,365.9225869,365.0330093,361.3187314,0.386516483,139.6556453,26.99986441,52388.88319,0.386516483,74.02010611,3001.769165,52.82352524,0,0,100.0284986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,365.2301194,363.6082744,360.4226685,0.387644455,139.7158489,5.246320957,54962.10911,0.387644455,8.454711551,128.9603809,1.86139508,213.7100389,-213.7100389,197.2689208,0.529796259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,358.4922266,363.8004725,360.5730814,0.387724466,139.8030056,-100,19038.59966,0.387724466,26.51804828,996.6598665,35.03454929,0,0,100.0391893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,365.3777316,363.5133088,360.7430772,0.387511032,139.7919221,-90.46209586,25522.81864,0.387511032,13.96142301,-498.3675272,1.840633897,46.86602283,-46.86602283,199.5060857,1.339465187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,90, ,6000,90,1,12,342.9037727,342.2688638,339.502015,0.41178807,139.8028797,-100,10378.95203,0.41178807,24.48729461,995.1745662,33.69709615,0,0,99.94423404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,342.7062847,342.3720161,339.2907623,0.411943492,139.7686215,28.83326681,48531.99782,0.411943492,80.63050274,-4752.561216,1.284593337,161.0490919,-161.0490919,198.8377291,0.089805413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,339.8487541,342.1616812,339.6393661,0.411427226,139.7368824,-100,10542.30786,0.411427226,26.29296441,996.5917021,36.55308863,0,0,100.0465987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,342.0804442,341.441505,338.6927696,0.412824025,139.8205125,-45.92787066,20000.1068,0.412824025,72.44987729,629.0529907,2.115366984,35.01750581,35.01750581,199.9309094,0.189576076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,91, ,6000,90,1,12,367.6683658,366.8281601,363.3725297,0.384246608,139.6246618,-100,13992.4284,0.384246608,21.6110391,997.1516368,30.90247843,0,0,100.0238142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,8000,180,1,256,367.3607984,366.5949026,362.4598544,0.385409428,139.6954452,-21.57106279,31638.78798,0.385409428,33.37230577,-5125.316928,1.905815388,191.4237162,-191.4237162,198.5270611,0.039022663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,6000,90,1,12,362.2478994,366.3456496,364.2721931,0.384306872,139.9923069,-100,13976.68477,0.384306872,20.54771066,998.6693091,33.18937277,0,0,99.80845705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,10000,-90,1,320,367.6895253,366.8029703,363.207024,0.384509433,139.6565269,-95.02822017,18229.46559,0.384509433,22.96373627,250.2126632,2.175220597,39.11677605,-39.11677605,199.7736361,0.161993318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1, Dead Head: Ch0,6000,90,0,0,4653.257133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,8000,180,0,0,4654.325181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,6000,90,0,0,4653.901992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,10000,-90,0,0,4653.299956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2, Dead Head: Ch0,6000,90,0,0,4654.927217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,8000,180,0,0,4654.12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,6000,90,0,0,4653.869245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,10000,-90,0,0,4653.760929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3, Dead Head: Ch0,6000,90,0,0,1431.931744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,8000,180,0,0,1431.853656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,6000,90,0,0,1431.764232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dead Head: Ch0,10000,-90,0,0,1431.731485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
